AUSTRALIA	AUSTRIA	BELGIUM	CANADA	DENMARK	FINLAND	FRANCE	GERMANY	HONG KONG	IRELAND	ISRAEL	ITALY	JAPAN	NETHERLANDS	NEW ZEALAND	NORWAY	PORTUGAL	SINGAPORE	SPAIN	SWEDEN	SWITZERLAND	UNITED KINGDOM	USA	BRAZIL	CHILE	CHINA	COLOMBIA	CZECH REPUBLIC	EGYPT	GREECE	HUNGARY	INDIA	INDONESIA	KOREA	MALAYSIA	MEXICO	PERU	PHILIPPINES	POLAND	RUSSIA	SOUTH AFRICA	TAIWAN	THAILAND	TURKEY	ARGENTINA	JORDAN	MOROCCO	PAKISTAN	BAHRAIN	KUWAIT	OMAN	QATAR	UNITED ARAB EMIRATES
4834.521	1271.612	5365.444	5521.928	13709.163	775.438	5100.041	2109.211	56219.045	223.221	391.516	2157.23	990.137	5650.328	325.414	8618.359	230.774	4314.462	6684.495	31131.52	2140.617	9787.529	4935.793	57293.996	14266.066	93.311	5756.117	590.24	403.652	2395.013	1400.375	936.101	9425.703	849.659	1018.457	55342.78	5072.252	1319.96	2410.569	1090.761	1562.319	448.125	961.422	2084317.44	24218661.1	453.972	646.556	1083.925	275.064	740.871	993.989	1049.715	238.635
4893.313	1294.823	5442.597	5581.649	13816.268	787.828	5187.171	2137.288	56929.445	226.113	391.449	2200.962	990.658	5739.935	328.826	8714.537	233.451	4351.176	6849.669	31543.59	2165.134	9892.335	5026.542	58766.529	14251.898	94.116	5860.509	593.826	400.958	2323.004	1418.994	948.909	9482.989	861.285	1018.57	55996.854	5122.654	1331.779	2420.263	1096.769	1568.863	455.314	967.869	2096033.16	24701984	456.483	644.236	1069.716	275.064	739.042	991.969	1049.154	241.679
4938.625	1299.655	5475.816	5512.311	13751.144	789.021	5204.502	2160.776	57062.345	227.067	393.052	2206.465	1005.879	5772.34	330.878	8798.356	231.516	4407.248	6863.248	31808.821	2178.862	9886.561	5019.375	58812.102	14304.502	93.749	5862.693	598.025	408.845	2340.312	1438.615	953.367	9629.081	871.696	1027.878	55897.971	5048.25	1344.009	2461.367	1109.854	1577.287	460.569	978.377	2151433.57	24858406.2	451.36	644.874	1075.94	272.496	745.308	990.374	1047.683	242.15
4927.574	1312.633	5486.284	5554.024	13736.005	795.763	5226.834	2179.586	57068.376	233.519	390.288	2225.594	1014.715	5819.863	337.912	8779.958	230.476	4402.724	6890.193	31982.409	2189.823	9876.775	5049.528	58398.92	14377.453	93.44	5834.888	589.246	418.853	2373.205	1438.615	938.988	9578.743	872.018	1030.172	56119.193	5002.212	1339.046	2469.128	1106.79	1572.219	460.335	984.723	2162875.52	25648640	452.055	637.984	1080.657	275.064	747.383	985.493	1051.316	239.734
4927.923	1323.396	5533.111	5574.312	13790.587	805.978	5249.133	2182.73	57269.859	237.983	390.288	2239.515	1018.335	5837.645	333.127	8824.907	228.621	4401.686	6945.703	32059.898	2192.879	9918.894	5055.412	58496.34	14393.899	93.156	5703.02	587.008	429.509	2373.205	1438.615	928.396	9529.576	866.484	1024.255	56273.594	5026.122	1377.816	2460.535	1102.474	1564.742	455.758	998.552	2204394.25	25644982	452.055	637.705	1062.875	275.064	747.383	985.493	1051.316	239.734
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	274.22	749.965	929.043	1054.892	237.719
4948.85	1329.253	5546.011	5570.243	13787.637	809.074	5234.101	2181.095	56818.961	235.295	389.299	2246.574	1019.843	5836.357	329.316	8873.39	230.723	4363.603	7037.591	31996.928	2188.173	9914.289	5075.107	58636.419	14585.601	91.738	5703.02	592.175	435.378	2313.341	1433.727	916.229	9543.235	873.336	1026.448	56273.593	5037.079	1372.643	2446.831	1079.314	1560.909	456.839	1003.739	2211401.05	25612932.4	462.329	638.64	1048.756	275.064	752.871	990.501	1055.088	236.876
4934.209	1317.703	5504.104	5549.452	13767.875	797.593	5169.56	2149.088	56330.213	232.667	387.296	2222.936	1019.843	5771.18	332.857	8717.298	232.288	4375.911	7015.707	31473.208	2176.858	9800.157	5058.591	58181.635	14482.395	90.446	5785.497	589.922	442.184	2337.842	1431.312	919.452	9527.98	871.566	1029.626	55989.351	5018.848	1364.014	2420.118	1057.024	1555.221	452.513	1011.306	2196692.73	25207249.6	462.508	636.432	1067.918	274.232	754.22	989.208	1056.862	232.8
4908.22	1310.802	5511.905	5552.505	13765.182	785.357	5164.722	2155.485	55798.195	234.511	387.396	2193.947	1007.849	5745.097	333.854	8691.313	232.658	4385.33	6940.621	31065.207	2174.516	9806.364	5050.479	57971.473	14501.593	90.143	5793.849	589.966	427.277	2361.011	1417.068	936.27	9579.758	864.741	1031.806	56601.985	5054.082	1345.651	2418.569	1052.255	1555.221	453.667	1015.403	2190496.34	26373783.3	460.993	630.386	1066.153	274.244	754.95	979.946	1055.602	234.785
4933.311	1289.931	5474.706	5521.248	13677.858	775.607	5087.907	2130.52	55958.943	231.517	388.261	2156.423	1011.395	5684.789	332.214	8625.486	230.778	4356.547	6827.369	30733.709	2158.399	9729.151	5013.989	57211.615	14399.939	90.255	5787.007	590.318	420.365	2373.431	1408.34	912.431	9587.825	866.602	1031.892	56455.687	4982.897	1345.101	2382.264	1036.801	1543.646	458.327	999.179	2177357.26	25660661.1	458.634	633.627	1060.901	275.1	752.791	980.921	1059.517	233.318
4931.419	1293.279	5485.257	5566.628	13600.02	782.55	5095.006	2136.276	55284.696	229.833	388.261	2157.158	999.214	5674.277	329.057	8728.902	230.636	4378.097	6763.696	31037.153	2156.376	9745.013	5030.098	57206.443	14516.121	89.492	5866.138	590.45	425.711	2373.431	1424.636	921.554	9587.825	867.04	1033.427	56473.45	5017.015	1345.059	2407.803	1046.017	1549.672	459.315	1002.873	2164874.91	25764735.8	458.634	629.466	1060.901	275.1	752.791	980.921	1059.517	233.318
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	284.515	748.83	965.166	1064.496	234.823
4921.482	1304.473	5532.963	5617.712	13773.178	795.881	5135.428	2161.527	55694.708	229.881	395.215	2176.086	999.349	5754.992	331.158	8843.286	232.837	4349.036	6711.143	31613.429	2172.912	9824.821	5099.242	58193.038	14645.647	89.157	5929.479	589.45	423.287	2270.545	1421.141	905.548	9563.245	864.979	1031.295	57300.657	5098.611	1339.832	2427.599	1061.906	1559.576	451.862	995.208	2204770.15	24794119.9	455.732	629.156	1058.257	281.947	748.733	950.967	1066.867	233.557
4967.731	1299.759	5513.526	5590.256	13562.298	787.626	5093.566	2160.748	56673.281	230.024	395.473	2160.269	1023.863	5738.231	336.012	8725.407	233.876	4430.208	6643.294	31418.736	2168.641	9770.171	5084.446	57928.193	14740.718	90.869	5919.37	589.971	414.851	2305.984	1398.458	916.29	9679.509	877.679	1034.764	57483.418	5117.914	1351.797	2446.916	1054.679	1578.627	457.035	1015.322	2203704.77	24598438.8	455.195	624.247	1072.925	281.947	743.664	958.531	1078.285	235.442
5018.91	1279.75	5457.549	5556.569	13692.725	786.497	5036.83	2136.351	56397.017	229.208	396.605	2154.919	1025.361	5692.619	334.463	8671.567	232.05	4421.802	6517.162	31167.068	2161.949	9679.688	5059.419	56911.934	14654.245	89.917	5903.631	588.833	412.133	2333.776	1385.874	907.313	9689.366	874.466	1031.146	57432.044	5086.339	1346.562	2431.989	1032.778	1568.031	458.007	1010.32	2179173.39	24442409	454.984	623.946	1085.904	281.091	747.281	973.89	1079.532	239.063
5017.968	1258.888	5398.592	5521.892	13355.362	775.053	4965.252	2098.622	55978.423	224.687	392.894	2088.871	1016.057	5608.835	334.806	8549.601	229.279	4383.916	6454.48	30549.533	2136.578	9568.31	5052.342	56866.763	14596.569	88.68	5968.148	587.182	403.234	2322.645	1385.292	906.011	9723.952	866.391	1032.345	57739.036	5094.491	1350.034	2393.09	1015.864	1560.706	450.063	1013.06	2167766.7	24995578.6	466.099	629.918	1091.177	282.803	747.308	978.959	1078.87	238.719
5011.856	1269.009	5479.298	5543.081	13524.93	792.722	5029.012	2121.893	54994.996	227.745	392.894	2097.521	1011.064	5652.908	335.76	8683.423	229.571	4404.379	6538.048	31112.406	2157.876	9612.053	5071.5	56725.356	14675.506	89.496	5942.622	586.037	399.09	2322.645	1386.784	926.516	9766.147	864.568	1040.118	58318.982	5165.036	1360.355	2410.023	1031.495	1563.61	453.158	1001.744	2198755.31	25029731.2	466.099	632.864	1108.276	282.803	747.308	978.959	1078.87	238.719
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	282.803	723.82	987.424	1078.87	242.276
5003.141	1263.808	5534.565	5602.953	14006.859	796.962	5084.934	2155.725	54991.101	231.233	403.062	2095.247	1014.726	5710.591	332.806	8780.429	229.768	4401.58	6563.706	31475.773	2185.934	9788.831	5110.261	57418.395	14732.412	89.465	5961.161	587.021	385.358	2298.885	1383.03	930.792	9878.307	873.107	1044.705	58904.586	5245.113	1361.467	2424.993	1035.43	1578.122	448.971	1005.451	2226136.8	23142440.1	465.294	630.082	1098.234	281.959	741.16	990.559	1087.407	242.365
5010.727	1255.274	5529.497	5513.962	14203.378	791.582	5007.289	2133.84	55460.85	227.341	405.348	2055.528	1008.973	5640.641	330.242	8681.628	227.337	4396.366	6375.828	31319.546	2173.053	9728.746	5091.809	56602.562	14598.648	90.951	6003.03	583.053	378.638	2286.772	1364.554	938.177	10034.119	886.082	1045.194	58920.202	5226.001	1341.063	2422.319	1053.071	1587.487	445.2	1023.665	2236251.01	22783605	462.857	612.744	1101.609	281.959	735.127	992.763	1083.305	245.98
5010.893	1222.929	5369.803	5446.379	13868.387	762.911	4866.839	2073.495	55460.85	222.752	401.08	2006.997	989.724	5486.731	328.954	8576.067	222.321	4346.626	6246.197	30316.912	2139.213	9508.353	5039.144	55604.34	14538.437	90.951	6026.08	576.204	370.326	2256.431	1352.142	932.303	9773.115	872.945	1040.483	58116.594	5144.4	1339.113	2377.128	1028.077	1546.712	445.2	1006.553	2202695.73	22232704.8	466.295	606.696	1121.895	281.959	728.803	994.127	1082.352	246.982
4997.951	1198.357	5338.424	5409.447	13868.387	768.72	4875.305	2072	55109.249	223.511	402.509	2003.644	986.674	5499.244	326.251	8576.067	221.823	4332.75	6245.182	30211.702	2138.826	9540.518	5037.971	55596.982	14577.776	90.378	6026.08	571.015	371.96	2249.119	1352.834	932.303	9865.897	879.482	1036.3	58116.594	5127.297	1339.113	2382.381	1034.117	1564.661	438.531	992.637	2187071.32	21931617.6	463.439	603.171	1109.121	284.527	716.979	991.235	1078.048	245.543
4997.951	1198.357	5338.424	5409.447	13868.387	768.72	4875.305	2072	55109.249	223.511	402.509	2003.644	977.66	5499.244	326.251	8576.067	221.823	4332.75	6245.182	30211.702	2138.826	9540.518	5037.971	55596.982	14577.776	90.375	6026.08	567.241	371.96	2249.119	1352.834	932.303	9865.897	879.481	1039.381	58116.594	5127.297	1339.113	2382.381	1017.354	1564.661	441.564	992.637	2157401.42	21931617.6	463.439	599.735	1108.895	284.527	716.979	991.235	1078.048	245.543
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	284.527	716.746	992.051	1072.172	244.557
4997.951	1198.357	5338.424	5374.459	13868.387	768.72	4875.305	2072	55109.249	223.511	399.713	2003.644	962.601	5499.244	326.251	8576.067	221.823	4296.34	6245.182	30211.702	2138.826	9540.518	4981.53	54985.193	14443.849	90.356	6063.03	567.241	371.96	2151.123	1352.834	918.075	9808.806	867.132	1034.836	58171.273	5135.976	1339.113	2382.381	1024.843	1564.661	435.721	992.637	2153572.91	21823957.9	463.862	601.845	1100.034	287.962	708.4	992.44	1072.428	245.045
4966.771	1170.534	5286.043	5336.212	13770.036	746.388	4730.906	2020.274	54457.488	218.649	399.262	1907.174	962.771	5347.759	328.242	8335.802	218.157	4322.039	6059.302	29515.171	2103.845	9326.633	4895.246	54298.582	14339.863	89.252	6047.957	571.083	388.623	2136.91	1339.264	919.204	9755.363	864.414	1038.196	57596.745	5182.724	1337.603	2349.411	1011.724	1559.02	436.896	980.495	2126934.77	21657052	461.527	600.134	1101.565	290.53	720.411	998.382	1079.433	247.213
4914.463	1197.796	5336.046	5376.35	13728.86	730.25	4765.393	2041.357	54021.114	220.258	395.684	1934.135	953.096	5366.466	327.962	8395.991	220.383	4276.379	6179.881	29891.35	2104.009	9393.263	4932.9	54278.009	14262.486	88.396	6047.127	571.361	378.687	2181.586	1325.727	915.972	9706.764	864.414	1038.196	57737.003	5177.342	1336.789	2374.532	1016.013	1560.581	437.84	967.865	2156926.37	21593545.3	469.997	595.415	1094.466	288.818	718.348	995.661	1078.91	245.759
4951.878	1217.112	5397.981	5462.873	13910.326	729.582	4815.307	2064.141	54361.32	223.425	395.684	1952.306	957.767	5433.694	330.819	8522.419	218.875	4322.142	6123.769	30579.828	2128.327	9516.71	5001.264	55788.892	14260.334	89.557	6033.053	573.251	375.823	2223.604	1321.27	923.392	9738.799	859.157	1040.689	58011.526	5272.25	1343.394	2402.122	1015.273	1560.583	438.375	979.156	2164495.23	22410095.3	471.823	585.797	1083.744	290.53	726.976	1001.395	1080.029	246.1
5001.106	1188.796	5326.756	5378.808	13854.788	724.725	4704.646	2017.206	54902.476	221.367	395.684	1890.141	964.519	5356.038	330.583	8440.225	217.788	4333.927	5947.358	29932.787	2109.748	9417.83	4940.233	54995.364	14170.694	91.413	6019.987	566.856	375.823	2223.604	1280.309	908.652	9763.954	868.032	1041.746	57751.365	5182.202	1354.458	2373.867	1020.457	1558.232	445.978	979.156	2153532.05	21631922.6	471.823	577.57	1095.201	290.53	726.976	1001.395	1080.029	246.1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	291.374	726.045	1007.06	1074.04	242.898
4976.797	1184.866	5370.506	5386.963	14031.688	723.898	4723.95	2029.448	54790.142	220.622	396.575	1900.526	949.736	5381.685	331.111	8453.366	215.773	4333.899	5922.217	30218.26	2125.246	9440.251	4936.201	54759.364	14162.215	90.993	6078.384	557.69	375.823	2223.604	1286.271	910.964	9693.597	860.477	1037.739	57624.61	5201.526	1358.35	2374.377	1004.275	1555.179	442.797	979.156	2146990.49	20430550.4	468.168	578.475	1092.073	293.942	722.582	1000.582	1072.044	242.184
4963.941	1202.435	5446.755	5434.683	14182.185	744.162	4848.909	2082.113	54666.979	225.282	403.009	1966.831	948.423	5499.722	330.806	8639.329	218.946	4328.915	6065.606	30742.762	2155.48	9607.236	5012.181	55226.03	14138.545	90.519	6096.909	566.09	385.292	2199.449	1305.069	920.87	9710.322	855.537	1036.128	58068.165	5198.583	1368.983	2393.592	998.085	1560.561	434.129	970.279	2151089.78	19354880.2	474.29	587.774	1087.751	299.066	731.179	1005.313	1071.163	241.021
5032.741	1177.365	5435.559	5429.286	14177.454	733.748	4774.518	2061.974	55216.477	223.137	406.458	1921.556	967.988	5445.563	336.215	8584.214	216.271	4353.267	5824.077	30167.899	2145.98	9579.924	4992.746	55622.738	14153.297	91.444	6076.147	565.611	391.976	2197.405	1302.271	922.935	9729.427	866.044	1037.983	58039.743	5204.619	1376.805	2370.297	995.246	1570.765	435.791	977.906	2128670.62	17149615.5	473.565	597.476	1104.36	303.298	734.463	1011.221	1071.799	242.604
5045.846	1170.815	5383.026	5442.611	14250.56	727.621	4687.358	2043.422	55538.893	220.853	403.107	1881.961	962.793	5420.161	334.671	8572.587	216.308	4370.956	5674.91	30347.447	2156.98	9578.411	4964.231	55454.738	14230.321	92.261	6106.411	563.946	385.187	2211.152	1301.646	928.195	9709.299	864.338	1036.563	58149.587	5227.964	1372.692	2355.704	1011.808	1567.808	436.924	1000.868	2114315.21	17721786.1	475.973	590.031	1100.272	308.433	733.283	1008.003	1065.67	241.746
5048.448	1190.365	5375.788	5436.934	14224.257	724.01	4706.405	2066.173	55483.793	224.197	403.107	1899.729	959.115	5469.526	332.109	8571.553	216.882	4356.794	5795.502	30711.188	2167.773	9622.763	4970.182	55583.607	14386.367	92.28	6088.347	567.912	387.695	2211.152	1298.795	920.852	9762.833	851.281	1032.188	58161.943	5229.154	1365.331	2345.648	1016.086	1577.072	429.813	1009.64	2120607.3	17810596.6	475.973	585.259	1104.272	308.433	733.283	1008.003	1065.67	241.746
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	304.166	740.645	1006.116	1071.171	243.771
5033.102	1166.125	5271.717	5368.192	14000.832	705.687	4574.202	1997.476	54694.347	217.814	400.235	1835.963	956.247	5338.947	332.715	8334.925	212.904	4309.781	5646.097	29317.456	2141.963	9447.167	4928.138	55027.803	14256.969	90.572	6081.279	557.927	379.083	2321.974	1269.831	904.511	9698.291	850.343	1028.238	57779.451	5123.573	1368.876	2291.282	990.827	1558.439	429.155	1000.395	2120607.3	17505176.6	477.181	587.156	1115.552	301.598	741.161	1002.492	1068.975	242.686
5043.416	1189.629	5338.804	5369.116	14006.592	725.945	4674.001	2017.777	54733.654	220.088	404.823	1879.727	949.429	5384.481	335.375	8480.437	215.175	4331.43	5779.441	29842.02	2147.03	9519.589	4945.084	55202.109	14318.079	90.581	6046.791	564.188	376.292	2304.121	1301.2	908.898	9719.849	847.82	1026.517	57740.858	5125.132	1371.099	2305.683	985.077	1564.983	430.427	1007.314	2102084.16	17566329.8	477.605	587.468	1120.418	296.486	742.89	1000.789	1066.549	243.882
5043.416	1204.314	5423.862	5426.268	14032.784	746.108	4775.591	2053.465	54862.774	222.45	404.823	1931.194	955.405	5454.829	335.375	8546.935	218.359	4354.808	5879.608	30324.542	2158.888	9545.366	5014.953	54744.54	14325.253	90.506	6124.7	564.163	375.686	2304.121	1359.224	904.667	9678.007	849.53	1023.69	58187.481	5180.028	1373.274	2307.741	989.402	1569.997	433.825	1002.741	2113090.24	17384479.6	477.047	585.769	1133.527	294.774	737.374	993.441	1065.069	243.125
5061.717	1208.689	5409.653	5433.943	14023.563	736.642	4773.705	2066.843	55073.783	222.256	404.823	1920.38	956.101	5503.326	334.647	8583.569	214.715	4356.09	5795.29	30230.625	2151.73	9598.453	5049.028	55131.89	14289.246	91.329	6166.764	563.463	373.672	2316.805	1357.826	902.159	9738.422	853.751	1023.243	58359.998	5218.111	1378.523	2333.159	981.677	1583.173	430.824	1010.374	2142180.98	17422261.2	472.952	587.452	1126.015	293.086	734.322	987.424	1070.168	243.148
5043.918	1220.063	5461.855	5482.166	13896.523	750.144	4833.14	2086.644	54676.546	226.503	404.823	1956.453	949.639	5505.178	335.854	8489.931	218.17	4371.604	5890.45	30928.648	2151.055	9643.854	5060.824	55006.021	14341.092	91.134	6229.619	562.961	370.918	2316.805	1361.172	902.354	9718.113	860.284	1017.855	58627.987	5306.641	1364.836	2369.07	999.003	1583.173	428.6	1011.912	2135744.15	17540005.7	472.952	579.799	1122.692	293.086	734.322	987.424	1070.168	243.148
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	293.086	728.618	992.089	1075.82	243.607
5084.09	1225.855	5430.061	5509.243	14046.834	738.4	4761.544	2074.916	55395.838	224.825	405.056	1932.527	949.639	5461.581	338.321	8530.648	221.247	4374.787	5773.079	31055.896	2147.641	9578.965	5040.928	55235.686	14365.865	92.602	6320.835	564.201	375.687	2325.751	1361.172	913.078	9761.944	863.566	1019.391	58900.667	5261.503	1375.102	2364.993	1000.899	1590.669	429.729	1034.462	2112912.5	17588670.5	475.04	583.514	1113.054	292.218	731.951	989.944	1079.271	243.678
5125.188	1225.855	5430.061	5524.786	14060.078	738.4	4761.544	2074.916	55395.838	227.454	408.398	1932.527	931.427	5461.581	340.352	8530.648	221.247	4374.787	5773.079	31055.896	2147.641	9702.99	5068.605	55235.686	14365.865	92.602	6320.835	564.201	375.687	2325.751	1361.172	913.078	9802.098	863.566	1019.391	58900.667	5272.862	1375.102	2364.993	999.632	1590.669	429.729	1034.462	2112912.5	17461490.8	473.219	583.514	1113.054	292.218	729.331	985.207	1075.832	242.2
5135.491	1216.386	5495.684	5473.183	14081.342	733.945	4783.669	2060.585	56037.73	227.152	410.258	1884.682	934.327	5457.833	345.627	8500.061	219.06	4412.834	5620.537	30792.905	2152.044	9617.985	5057.108	55620.899	14264.445	93.231	6437.583	558.311	366.988	2316.099	1344.877	911.898	9856.861	871.311	1027.134	59100.463	5270.452	1381.281	2349.559	985.943	1591.456	438.915	1043.633	2078011.74	17239110	470.302	583.772	1120.694	291.374	731.705	982.195	1075.075	242.034
5132.434	1210.359	5529.904	5375.538	14283.802	733.24	4780.419	2057.152	55967.386	225.043	410.414	1874.904	934.327	5447.45	339.039	8565.061	218.49	4406.991	5634.207	31069.316	2148.863	9635.43	5016.117	55130.887	14157.807	92.77	6438.675	550.073	367.204	2327.948	1329.863	904.68	9849.729	869.127	1027.816	59092.158	5195.153	1403.023	2349.559	983.424	1588.478	437.806	1046.071	2092145.06	16854697.5	469.121	585.002	1139.262	293.942	736.187	981.86	1075.816	242.371
5097.103	1200.668	5451.503	5306.733	14283.802	719.286	4706.303	2015.774	55707.297	216.536	410.414	1846.374	934.327	5355.889	335.254	8378.414	218.541	4386.55	5678.003	30476.791	2132.332	9450.184	4934.996	54008.732	14193.004	92.162	6364.709	544.146	371.212	2327.948	1331.361	888.737	9823.559	862.706	1033.008	58922.505	5174.049	1404.432	2331.977	947.283	1589.892	439.722	1033.785	2087177.2	17366497.4	469.121	590.362	1158.143	293.942	736.187	981.86	1075.816	242.371
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	293.942	729.74	979.651	1077.81	240.681
4993.581	1221.415	5541.202	5302.675	14112.444	726.217	4786.143	2018.377	54267.03	216.536	399.706	1890.253	909.177	5431.234	336.857	8364.979	220.115	4301.438	5844.196	30467.662	2129.09	9450.184	4937.383	54339.598	14207.919	89.734	6385.729	541.564	351.158	2363.048	1325.206	893.476	9696.457	847.315	1028.143	60043.489	5137.241	1387.032	2343.172	949.781	1581.978	429.884	1033.785	2078853.06	17224529.6	472.604	593.358	1155.955	293.978	730.35	967.683	1074.161	239.471
5003.631	1206.953	5465.772	5232.21	14075.533	720.377	4664.132	1980.03	54367.761	212.916	401.393	1850.844	914.29	5375.338	337.576	8146.168	222.554	4314.554	5806.22	30091.022	2105.751	9286.852	4917.158	53604.573	14113.124	89.291	6367.046	541.564	338.852	2372.94	1306.482	873.278	9714.411	851.309	1032.518	58744.44	5057.063	1387.139	2290.16	944.4	1558.497	429.714	1038.784	2072535.89	17654903.1	472.248	594.597	1148.558	292.278	727.687	969.134	1076.125	238.086
4963.23	1171.368	5437.051	5215.86	13841.533	718.724	4657.477	1990.051	53782.937	213.745	392.574	1831.385	902.437	5400.494	340.246	8173.978	220.693	4280.125	5635.653	30076.7	2092.902	9273.319	4885.831	53224.982	14019.267	88.029	6352.53	531.055	331.442	2360.721	1286.485	866.377	9565.495	844.217	1027.466	58699.264	5016.618	1377.949	2287.802	943.355	1549.32	425.535	1010.36	2052112.16	18093695.9	469.083	591.399	1151.15	292.278	727.142	946.758	1069.888	235.939
4992.457	1183.112	5481.387	5240.578	13882.682	726.278	4695.634	2000.965	53409.733	214.071	387.966	1859.403	901.425	5449.84	340.822	8295.121	222.216	4289.393	5842.932	30358.309	2090.806	9294.743	4899.79	53297.603	14009.634	87.624	6294.078	539.763	346.127	2350.355	1298.873	864.587	9578.73	842.092	1029.261	58701.29	5021.133	1375.707	2308.694	956.332	1573.52	426.5	992.786	2074244.17	17926407.5	463.106	592.129	1130.993	292.278	730.797	947.546	1077.954	236.168
