AUSTRALIA	AUSTRIA	BELGIUM	CANADA	DENMARK	FINLAND	FRANCE	GERMANY	HONG KONG	IRELAND	ISRAEL	ITALY	JAPAN	NETHERLANDS	NEW ZEALAND	NORWAY	PORTUGAL	SINGAPORE	SPAIN	SWEDEN	SWITZERLAND	UNITED KINGDOM	USA	BRAZIL	CHILE	CHINA	COLOMBIA	CZECH REPUBLIC	EGYPT	GREECE	HUNGARY	INDIA	INDONESIA	KOREA	MALAYSIA	MEXICO	PERU	PHILIPPINES	POLAND	RUSSIA	SOUTH AFRICA	TAIWAN	THAILAND	TURKEY	ARGENTINA	JORDAN	MOROCCO	PAKISTAN	BAHRAIN	KUWAIT	OMAN	QATAR	UNITED ARAB EMIRATES
5893.418	3519.579	10333.458	5731.216	13611.94	1473.651	7050.947	2533.783	49009.277	841.227	444.665	4309.345	1941.76	7567.113	397.223	10878.044	466.917	4759.542	9767.451	33401.773	2798.35	9277.013	4957.346	49745.484	9831.062	97.001	3035.008	700.844	3487.896	3040.474	2538.297	816.464	5383.884	737.305	798.581	46228.469	3732.719	1052.55	3477.681	1548.172	1128.078	500.206	624.68	1946226.75	30884852	745.027	618.658	1058.829	1089.899	1249.243	989.362	704.535	521.474
5918.532	3485.064	10193.629	5564.733	13560.45	1454.622	6933.643	2490.505	49388.566	821.96	446.543	4230.682	1950.648	7483.003	398.893	10632.353	459.908	4799.747	9679.748	32924.645	2777.424	9101.176	4859.382	47793.258	9814.998	97.915	3050.847	688.586	3463.545	3033.261	2502.154	818.157	5427.436	737.177	801.699	45283.492	3745.273	1044.941	3436.184	1511.225	1117.808	507.73	639.77	1916072.875	30067894	743.511	619.198	1044.666	1094.346	1260.815	981.486	703.826	527.675
5846.247	3457.966	10098.401	5589.529	13494.781	1429.823	6853.762	2453.681	49353.918	809.413	449.391	4187.807	1937.331	7406.709	399.938	10545.168	461.115	4752.78	9699.823	32415.559	2738.999	9034.967	4878.932	47830.617	9721.428	97.409	3025.397	693.297	3488.28	3030.097	2463.948	811.288	5387.975	745.143	792.38	44797.949	3698.094	1026.94	3430.681	1510.945	1098.659	504.383	642.418	1906133.375	30171448	745.648	618.268	1053.234	1116.202	1273.641	983.61	700.928	526.365
5764.456	3348.597	9861.811	5488.119	13270.981	1397.003	6657.656	2392.65	49044.547	784.441	442.733	4099.235	1919.275	7217.555	399.187	10276.885	453.005	4677.338	9443.509	31308.719	2671.294	8750.915	4765.855	46097.637	9493.6	96.869	3005.173	683.303	3429.933	3036.574	2422.293	820.207	5302.853	728.26	791.703	43078.281	3632.988	1030.201	3348.456	1459.299	1078.933	496.994	639.911	1816133.625	29286944	744.061	622.94	1063.991	1118.032	1273.641	983.813	698.311	525.73
5600.968	3286.129	9802.274	5446.644	13035.405	1414.925	6624.244	2378.796	47697.188	775.096	441.408	4085.572	1876.643	7141.395	390.644	10124.285	450.928	4563.028	9487.297	31352.133	2670.807	8707.096	4692.622	45138.301	9534.998	93.613	2999.434	668.432	3369.77	3036.574	2439.852	789.518	5152.189	698.029	778.861	43398.777	3539.814	987.244	3312.485	1440.887	1049.18	474.144	624.215	1777834.25	29386850	744.061	626.776	1066.271	1118.032	1273.641	983.813	698.311	525.73
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1118.032	1273.682	983.813	698.311	525.73
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1117.521	1266.231	982.639	698.756	513.021
5629.546	3205.363	9784.252	5500.842	13108.489	1421.754	6629.495	2381.036	47873.211	765.989	434.016	4077.286	1883.396	7121.939	389.055	10151.455	454.73	4613.386	9430.597	31689.094	2670.693	8696.693	4740.245	46511.945	9674.466	94.352	3004.58	665.575	3322.623	2926.948	2422.97	789.273	5166.149	707.334	775.476	44290.871	3594.695	974.531	3307.303	1444.378	1061.358	470.891	624.215	1780283	29690996	745.295	626.776	1066.723	1120.673	1268.369	982.99	699.236	505.031
5653.591	3353.794	9889.707	5504.08	13256.389	1446.858	6751.101	2422.61	48692.16	792.1	440.848	4145.516	1881.992	7259.115	385.163	10329.602	458.624	4651.354	9626.552	32022.455	2725.215	8908.333	4680.877	46229.469	9696.824	96.651	3033.029	667.092	3372.489	2958.664	2455.801	804.313	5309.87	714.864	788.86	44008.316	3665.726	986.192	3364.595	1476.506	1073.031	482.764	617.1	1831085.375	29640770	745.295	636.512	1071.246	1120.662	1273.829	983.036	701.361	513.865
5471.725	3280.718	9741.694	5416.674	13108.356	1411.255	6635.999	2389.383	47316.52	785.632	430.787	4061.312	1841.478	7093.882	380.934	10098.238	450.812	4495.293	9521.453	31444.6	2725.215	8772.758	4712.301	46069.836	9670.224	92.947	2994.411	650.372	3366.421	2918.541	2413.61	771.595	5098.947	685.455	769.213	42983.711	3539.311	963.836	3307.68	1435.981	1042.459	459.729	597.885	1775181.5	29609956	739.761	637.09	1058.263	1126.097	1263.508	984.632	697.403	506.239
5537.707	3332.353	9745.615	5482.923	13255.338	1472.952	6669.085	2408.911	47082.48	804.448	435.848	4094.308	1842.468	7180.36	378.259	10178.075	452.667	4497.574	9578.818	31837.725	2693.759	8839.818	4735.905	46430.34	9704.205	92.29	2998.33	655.121	3371.972	2925.359	2427.151	773.065	5140.177	683.526	766.286	43649.828	3550.078	944.165	3307.106	1450.277	1044.963	467.577	597.667	1776687.5	29419660	741.223	651.023	1061.66	1120.771	1263.508	989.254	696.847	510.349
5546.287	3294.425	9659.947	5369.862	13198.084	1442.223	6573.606	2378.185	47041.258	793.575	434.024	4061.154	1848.526	7098.603	376.185	9992.702	452.867	4501.459	9485.852	31461.6	2662.844	8739.873	4612.116	44907.184	9648.906	92.852	3007.859	660.406	3331.089	2925.359	2382.529	781.967	5153.792	692.804	765.982	42563.094	3470.659	941.503	3260.581	1459.81	1034.863	474.102	603.679	1750702.75	28957820	741.223	656.197	1061.319	1120.771	1263.508	989.254	696.847	510.349
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1120.771	1254.577	989.254	696.847	510.349
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1119.705	1241.827	990.749	693.406	506.916
5456.38	3232.753	9548.375	5369.862	13102.519	1424.954	6490.118	2379.113	45943.098	782.605	424.472	4036.145	1842.944	7041.805	372.913	9700.425	450.189	4333.372	9411.385	30950.553	2651.447	8688.697	4719.351	45010.297	9445.638	89.392	2983.605	655.929	3286.756	2899.067	2340.365	767.466	4965.859	682.821	739.002	42584.484	3399.952	908.517	3209.008	1433.538	1007.108	467.905	585.489	1743938.875	28527386	736.232	656.049	1036.989	1118.59	1251.609	995.833	694.68	508.2
5516.397	3276.3	9648.666	5377.559	13209.431	1433.831	6589.187	2399.359	46032.809	799.088	427.728	4109.834	1835.806	7115.753	379.233	9826.807	450.674	4321.362	9572.396	31270.162	2683.731	8854.407	4750.334	45685.605	9458.587	88.576	2983.605	661.841	3284.201	2922.78	2363.646	771.17	4942.348	683.764	738.698	43501.633	3452.406	937.836	3250.066	1443.938	1023.581	462.762	584.128	1753606.75	29141488	743.243	657.912	1031.95	1122.941	1262.584	1004.972	693.891	505.93
5635.236	3350.106	9702.94	5461.249	13459.084	1473.267	6744.358	2428.78	47228.066	828.211	432.886	4185.663	1845.992	7247.593	373.277	10144.781	459.026	4511.826	9798.217	31906.494	2749.774	8991.714	4820.815	46898.379	9562.496	92.066	3019.612	677.105	3332.656	2921.552	2383.068	791.54	5174.128	700.054	749.449	44089.984	3569.32	947.791	3246.024	1472.114	1057.265	475.605	599.565	1803893.875	30071142	740.382	658.146	1040.332	1127.567	1267.687	1017.051	694.005	509
5699.469	3296.2	9446.946	5346.556	13090.044	1449.586	6606.374	2381.699	47104.996	808.776	427.428	4124.56	1861.846	7089.854	377.904	9784.983	453.783	4511.826	9694.322	31090.65	2702.495	8816.423	4682.755	45405.914	9400.156	92.29	2963.062	663.7	3276.937	2936.598	2336.735	780.317	5124.034	703.141	752.808	42973.07	3409.085	950.38	3197.603	1432.433	1057.265	480.326	584.39	1728906.625	29191926	739.303	663.798	1011.49	1125.947	1267.687	1031.647	695.81	510.489
5490.574	3177.98	9263.173	5354.906	12791.531	1405.817	6402.354	2343.764	46069.039	774.955	428.082	4013.712	1806.886	6907.522	374.505	9510.421	442.348	4432.274	9435.899	30122.533	2628.225	8497.017	4681.77	44666.523	9294.13	89.014	2925.068	655.516	3189.962	2936.598	2290.389	768.214	5043.918	671.809	737.184	42298.598	3337.217	916.716	3098.277	1399.815	1021.071	465.111	578.394	1702797.625	29020250	739.303	666.747	992.914	1125.947	1267.687	1031.647	695.81	510.489
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1125.947	1267.687	1031.647	695.81	510.489
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1125.54	1260.396	1043.977	694.825	511.223
5564.564	3237.835	9451.981	5330.797	12954.779	1468.469	6538.741	2385.464	46147.93	790.678	429.613	4071.509	1804.383	7059.429	369.45	9695.086	443.035	4473.509	9620.559	30981.498	2664.947	8748.282	4679.526	44601.184	9199.254	89.432	2905.003	671.117	3220.566	2843.927	2320.565	776.005	5076.807	681.72	738.401	42712.195	3411.982	911.262	3189.058	1421.332	1039.673	466.692	578.394	1740863	28994960	735.233	665.996	971.622	1118.782	1249.692	1032.916	692.591	515.008
5520.795	3213.691	9316.531	5262.009	12909.1	1451.561	6435.37	2371.122	46337.391	779.8	427.862	4036.653	1810.074	7005.819	368.664	9676.859	437.869	4481.209	9506.769	30711.191	2622.796	8641.704	4595.754	43460.441	8992.681	89.92	2857.43	665.881	3221.368	2918.451	2279.994	774.947	4988.348	672.577	737.137	41736.508	3284.478	908.923	3149.165	1415.781	1026.125	465.41	568.53	1726001.5	28474632	742.351	665.996	971.622	1120.663	1264.663	1023.432	693.662	514.527
5364.672	3213.691	9271.33	5187.202	12649.646	1433.11	6392.495	2374.386	45023.93	776.576	423.66	4036.653	1762.208	6967.278	363.37	9500.972	435.895	4329.123	9482.622	30391.299	2655.52	8613.479	4530.523	41957.508	8992.681	86.879	2856.947	654.952	3221.368	2905.414	2237.057	774.947	4647.485	672.577	718.462	40437.613	3137.182	870.896	3149.165	1381.618	1011.598	449.17	552.368	1650366.5	27403548	747.754	661.911	972.096	1132.649	1275.891	1026.474	692.569	509.306
5298.991	3030.642	8989.444	5116.046	12112.658	1376.272	6177.871	2313.214	43635.57	745.904	412.447	3911.407	1732.083	6725.187	360.097	9120.833	420.966	4147.98	9146.646	29392.449	2581.135	8264.745	4540.314	41140.188	8622.276	82.14	2702.936	615.785	3097.029	2811.099	2131.604	742.159	4416.665	629.368	693.918	40102.203	2887.85	820.889	2981.657	1325.292	976.726	429.356	536.542	1541264.5	25849204	745.771	652.123	962.941	1144.267	1275.891	1020.974	679.783	497.941
5269.081	3021.82	9177.652	5204.054	12334.655	1406.447	6287.298	2346.288	42751.68	750.738	412.839	3989.633	1631.669	6880.796	351.755	9375.883	425.712	4124.845	9321.234	29863.592	2615.963	8540.837	4651.751	41436.801	8847.159	79.833	2775.415	633.778	3216.555	2811.099	2104.757	731.416	4416.665	609.884	688.501	41291.594	3100.654	806.918	3024.115	1362.853	971.607	425.355	542.698	1614571.125	27002206	745.771	653.149	965.422	1144.267	1275.891	1020.974	679.783	497.941
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1144.267	1272.784	1020.974	679.783	497.941
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1162.382	1271.635	1018.421	673.345	492.632
5542.182	3085.467	9269.835	5228.794	12757.943	1427.116	6331.723	2357.67	44689.34	752.933	411.88	4008.544	1682.68	6956.415	359.458	9530.683	430.234	4388.454	9333.97	30177.377	2631.818	8563.419	4652.024	42069.227	8924.423	86.567	2775.415	637.081	3204.956	2747.082	2104.757	746.143	4747.102	643.091	718.943	41136.684	3089.497	806.918	3035.095	1362.369	996.585	448.084	568.399	1597543.25	27002206	735.898	653.149	964.912	1166.338	1275.46	1006.405	680.362	489.874
5596.264	3076.808	9260.345	5286.066	12697.613	1430.938	6356.917	2364.158	45055.934	758.248	408.995	4012.792	1712.041	6958.242	365.306	9390.929	429.207	4260.098	9316.802	30052.576	2632.959	8569.794	4659.22	42549.129	9132.47	88.621	2787.376	642.331	3201.231	2698.086	2104.656	721.666	4618.31	645.63	710.483	41214.168	3149.193	893.278	3003.645	1343.201	994.242	447.137	548.089	1570448.75	27570348	739.377	653.149	932.431	1182.734	1273.975	998.542	685.216	486.063
5601.845	3191.032	9394.53	5375.207	13109.365	1469.07	6475.794	2392.122	46269.965	769.286	413.924	4080.785	1707.757	7070.874	365.103	9597.335	434.782	4397.738	9388.589	30681.742	2668.012	8734.699	4714.555	44217.734	9345.491	91.482	2826.721	657.945	3250.395	2710.69	2167.085	732.385	4786.323	653.698	723.123	42394.938	3269.188	885.98	3146.913	1372.404	1017.048	447.982	564.571	1625623.25	28290632	736.221	651.519	941.111	1174.056	1269.147	991.586	688.138	472.279
5751.873	3153.656	9414.343	5369.005	13104.967	1459.834	6483.458	2397.041	47444.73	773.671	414.346	4096.418	1761.154	7084.122	371.423	9678.638	436.532	4474.175	9355.39	30812.504	2675.049	8734.386	4709.601	44368.746	9306.166	94.729	2863.813	662.041	3295.043	2719.027	2210.228	728.424	4900.629	670.069	741.5	42761.77	3245.652	911.469	3173.283	1375.382	1023.057	460.937	571.619	1644813.25	28844078	733.452	652.832	912.394	1167.033	1269.147	1002.94	688.278	491.696
5686.435	3155.88	9501.381	5394.197	13161.063	1470.641	6541.757	2396.138	47054.711	771.225	414.387	4120.57	1752.771	7083.265	365.837	9718.928	437.357	4474.77	9382.19	31150.336	2687.588	8775.15	4763.855	45283.949	9453.667	95.348	2916.931	665.864	3289.584	2719.027	2227.315	740.008	4956.544	665.763	734.071	43584.258	3352.611	903.816	3213.221	1379.894	1020.362	457.306	568.833	1623641.75	29311160	733.452	657.858	916.521	1167.033	1269.147	1002.94	688.278	491.696
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1167.033	1277.198	1002.94	688.278	491.696
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1167.033	1274.36	1008.23	685.637	508.023
5775.707	3191.098	9516.672	5378.322	13275.116	1477.324	6565.735	2389.571	48042.609	778.654	418.807	4120.075	1755.26	7098.913	368.759	9662.124	438.554	4512.54	9372.438	30923.514	2709.409	8775.15	4723.372	45410.234	9514.983	101.142	2906.661	671.013	3305.926	2752.088	2238.477	762.603	5030.025	670.884	734.727	43712.473	3354.911	903.816	3188.572	1402.786	1036.431	459.046	569.645	1663982.125	29131960	730.792	660.232	907.963	1162.731	1279.665	1006.954	683.02	504.194
5772.46	3149.497	9381.157	5282.502	12950.432	1451.582	6429.093	2369.699	47615.652	756.835	417.491	4040.446	1751.302	6960.689	369.802	9455.781	433.542	4439.418	9250.972	30132.781	2670.204	8608.822	4613.359	44128.48	9282.526	100.523	2903.089	665.242	3312.297	2762.658	2221.71	768.1	4995.41	680.71	737.707	42239.172	3237.956	915.813	3150.506	1381.866	1032.039	459.284	568.487	1657401.125	27960680	729.981	664.451	922.675	1169.92	1288.06	1003.936	685.751	509.446
5707.155	3141.24	9419.102	5384.716	12967.509	1495.939	6481.477	2371.723	46748.957	766.447	418.129	4072.021	1721.364	6980.878	370.384	9503.214	432.47	4431.626	9282.758	30547.635	2674.235	8656.483	4714.841	45049.793	9405.265	98.404	2905.522	660.476	3310.576	2742.378	2223.087	769.641	4924.55	678.714	728.586	42869.734	3291.656	901.37	3199.546	1379.489	1034.97	453.441	571.829	1664365.625	28960466	730.406	666.905	942.637	1167.537	1280.283	1003.856	685.518	503.762
5743.977	3169.096	9544.585	5367.786	13062.519	1524.785	6567.413	2398.413	47735.047	770.748	417.908	4106.869	1733.375	7067.051	371.952	9672.131	429.774	4414.797	9368.313	30912.023	2689.603	8768.843	4697.244	45172.566	9473.247	100.418	2972.315	670.49	3338.89	2762.336	2249.979	778.414	4968.364	685.044	733.67	42980.492	3291.656	933.022	3133.958	1395.15	1051.714	460.609	571.745	1664365.625	28967930	729.044	666.79	959.307	1167.537	1280.283	1007.279	686.031	504.154
5855.212	3231.694	9638.824	5456.059	13269.089	1537.93	6653.678	2436.593	48741.457	779.405	418.159	4144.301	1778.4	7113.669	372.052	9853.931	435.029	4508.852	9474.692	31241.246	2721.492	8899.647	4751.956	46757.941	9659.833	103.225	2969.605	673.288	3391.355	2762.336	2271.584	788.559	5088.498	697.163	733.67	43883.863	3394.013	948.647	3232.721	1422.225	1078.518	472.797	589.817	1734014.25	29035006	729.044	668.485	949.463	1167.537	1280.283	1007.279	686.031	504.154
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1167.537	1280.283	1007.279	686.031	504.154
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1166.428	1284.365	1005.299	691.929	508.667
5873.727	3251.003	9704.146	5456.059	13331.665	1540.313	6643.679	2441.151	48730.543	781.734	421.745	4154.325	1774.635	7159.507	375.053	9884.316	437.473	4485.103	9520.878	31476.559	2721.139	8914.523	4751.956	46965.359	9711.889	103.524	2983.205	677.719	3381.527	2839.706	2243.538	794.37	5159.598	700.356	742.167	44543.68	3397.748	947.382	3244.022	1421.579	1092.163	471.201	595.347	1722901.25	29038392	723.952	676.988	953.279	1163.364	1286.368	1006.624	695.644	504.26
5900.775	3302.778	9800.275	5491.356	13477.887	1559.06	6669.356	2464.208	48958.004	788.184	424.598	4158.982	1764.262	7207.174	377.485	10006.763	438.038	4466.371	9555.683	31561.873	2747.645	9006.554	4802.964	47383.5	9684.791	103.477	2988.224	676.629	3379.277	2886.693	2271.307	799.461	5164.47	697.752	743.848	44668.281	3423.37	929.535	3266.099	1409.114	1097.4	468.505	588.461	1728856	28807662	720.659	692.948	971.938	1165.728	1285.147	1009.256	702.07	503.982
5872.904	3204.155	9681.006	5463.398	13256.329	1536.462	6524.184	2422.638	49732.332	770.198	424.627	4059.276	1735.634	7095.076	377.61	10018.53	436.672	4554.634	9328.102	30801.402	2709.693	8857.805	4751.804	46721.301	9575.596	103.594	2991.512	675.705	3349.461	2885.594	2254.133	798.43	5178.905	695.003	752.607	44466.582	3408.083	936.801	3204.418	1400.284	1079.157	468.697	590.351	1707848.5	28435906	720.496	713.531	997.178	1165.755	1287.802	1006.828	706.804	503.812
5867.673	3175.439	9689.045	5506.321	13198.793	1558.547	6554.293	2432.894	49731.363	766.698	424.007	4070.575	1736.244	7143.419	374.631	10082.449	435.316	4582.94	9310.752	30662.064	2705.003	8920.983	4771.681	47095.105	9526.379	103.881	2985.44	677.503	3355.617	2910.813	2240.903	806.628	5171.614	704.368	753.783	44414.305	3455.835	929.359	3178.482	1419.549	1082.941	474.493	587.761	1716459.625	28660714	722.407	694.236	985.147	1158.072	1299.291	1004.266	711.49	501.79
5888.965	3093.825	9459.177	5440.95	12905.007	1536.079	6383.126	2374.206	49918.965	754.282	423.398	3976.546	1721.917	7029.742	376.28	9931.225	424.828	4616.43	9108.371	29890.24	2658.029	8748.055	4691.398	47095.105	9335.113	103.988	2961.549	676.259	3313.337	2910.813	2191.966	804.239	5240.464	703.237	755.274	43566.672	3376.437	931.024	3146.01	1399.877	1067.572	474.478	581.387	1698163	28079740	722.407	692.243	966.46	1158.072	1299.291	1004.266	711.49	501.79
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1158.072	1299.291	1004.266	711.49	501.79
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1159.166	1290.237	996.894	714.612	497.198
5811.066	3034.052	9360.345	5433.492	12663.053	1523.501	6327.942	2353.254	50320.297	741.085	419.429	3972.742	1685.728	6989.361	376.001	9817.877	419.321	4557.768	9017.423	29526.859	2637.48	8667.739	4684.316	45522.766	9187.475	103.945	2941.118	675.548	3296.423	2885.617	2159.447	804.12	5155.698	684.086	747.817	43054.117	3338.735	911.956	3088.857	1399.706	1076.584	469.229	577.903	1677064	27550622	719.136	699.278	982.936	1158.983	1269.971	996.176	707.758	493.751
5854.013	3107.59	9496.501	5462.062	12994.734	1551.068	6435.854	2380.039	50388.805	752.888	421.02	4016.932	1693.719	7108.867	379.406	9962.035	421.046	4635.671	9167.533	30244.373	2668.038	8869.677	4747.884	46531.898	9232.923	103.552	2904.451	678.311	3326.765	2928.572	2210.79	801.325	5164.269	689.238	745.964	43507.41	3404.653	907.204	3111.767	1412.947	1101.766	472.063	582.898	1704924.75	27707786	719.673	686.758	983.691	1155.443	1276.233	999.263	709.224	496.732
5839.147	3078.567	9487.445	5488.185	13005.29	1530.425	6465.444	2386.632	51611.07	745.995	421.174	4035.845	1690.269	7146.702	376.92	9958.839	420.698	4651.301	9179.549	30467.131	2688.021	8912.77	4748.818	46590.531	9127.856	104.761	2925.78	673.423	3320.037	2960.654	2230.238	802.755	5150.15	675.956	748.54	43318.941	3432.073	916.56	3186.441	1405.378	1102.855	472.991	582.201	1703248.625	27868474	720.638	682.165	1000.093	1153.094	1279.767	1001.032	714.431	497.79
5850.753	3127.459	9543.356	5524.357	13094.005	1532.705	6531.082	2406.996	52188.391	746.254	421.087	4078.002	1685.302	7231.021	376.93	10174.599	419.399	4645.524	9244.535	30875.988	2715.186	8988.528	4788.69	47476.77	9183.076	105.262	2900.957	679.388	3351.262	2963.014	2236.477	810.558	5184.875	689.408	746.696	43806.797	3466.016	911.284	3243.114	1435.439	1108.636	468.138	585.571	1719733.125	28336040	718.302	680.59	1003.296	1152.11	1283.159	1002.061	713.503	496.466
5924.72	3100.101	9457.536	5529.055	13060.381	1525.968	6497.426	2394.03	52916.535	720.447	420.689	4046.979	1711.194	7183.99	378.212	10139.624	416.719	4685.11	9107.483	30481.209	2683.355	8886.679	4790.074	47024.516	9257.054	107.49	2841.63	678.895	3364.118	2963.014	2219.749	810.563	5191.943	696.828	749.869	43452.102	3457.617	912.791	3207.427	1441.519	1104.894	474.111	589.785	1759517.625	28290940	718.302	686.375	990.278	1152.11	1283.159	1002.061	713.503	496.466
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1152.11	1283.159	1002.061	713.503	496.466
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1144.787	1290.094	999.039	716.439	494.872
5889.408	3041.258	9322.349	5511.862	12817.876	1526.307	6379.713	2385.815	51956.926	692.497	421.624	4009.797	1711.194	7133.236	378.453	10042.253	410.223	4595.589	9003.385	29982.725	2657.937	8744.008	4764.5	46940.535	9257.054	107.111	2838.739	676.107	3380.254	3050.154	2199.981	806.793	5198.55	696.557	744.514	42894.988	3454.513	915.399	3215.431	1420.537	1094.673	465.837	582.25	1757548.875	28007772	728.913	684.802	991.738	1140.026	1289.745	999.851	713.522	495.635
5819.536	3086.433	9471.687	5596.597	12950.119	1554.582	6506.87	2416.927	51807.383	699.664	425.061	4076.191	1673.684	7240.565	373.917	10081.633	409.85	4593.708	9233.81	30456.66	2684.821	8873.098	4902.336	49057.887	9257.054	107.352	2837.549	677.181	3412.099	3046.77	2205.804	814.6	5245.789	684.957	742.113	44160.063	3584.142	912.007	3249.305	1445.669	1094.922	465.837	581.125	1756530.5	29180772	729.195	684.8	1007.201	1140.932	1296.167	1004.743	715.912	497.201
5971.588	3202.408	9727.151	5568.849	13289.525	1622.17	6718.849	2475.597	53742.238	733.598	433.171	4165.749	1738.652	7379.34	379.789	10402.139	419.545	4764.666	9519.387	31533.99	2753.682	9121.252	4931.339	49542.152	9257.054	111.764	2858.662	681.018	3444.611	3083.916	2257.84	846.188	5448.827	712.739	754.55	43998.355	3712.87	934.855	3380.605	1500.336	1121.893	469.496	591.279	1885766.5	30200292	723.79	678.624	1016.861	1141.923	1285.356	1017.349	723.586	504.126
6010.828	3177.901	9684.958	5521.455	13244.675	1609.048	6672.342	2471.073	53910.43	719.275	431.156	4131.887	1739.067	7345.824	384.517	10357.975	415.042	4706.159	9474.303	31145.809	2719.957	9079.879	4899.794	49407.359	9387.107	113.476	2850.285	683.565	3434.86	3055.629	2243.991	849.499	5429.726	716.774	763.611	43840.855	3730.294	960.151	3382.06	1496.516	1122.633	473.815	593.836	1873506	29905046	735.889	684.616	1010.344	1146.973	1288.344	1030.503	731.794	504.525
